instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿stl.mo.0001,﻿church,﻿Cathedral of St. Louis,"﻿English, French, and German",﻿Sermon and Catechism every Sunday at 9 o'clock -- Mass in the French language; and at 10 1/2 in English,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,﻿MO,﻿#REF!,﻿#REF!,,,,﻿jos_rosati_901,﻿Right. Rev.,﻿Joseph Rosati,﻿D. D.,,,,,,,1843,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0001,﻿church,﻿Cathedral of St. Louis,"﻿English, French, and German",﻿Sermon and Catechism every Sunday at 9 o'clock -- Mass in the French language; and at 10 1/2 in English,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,,﻿#REF!,﻿#REF!,,,,﻿pet_r_kenrick_902,﻿Right. Rev.,﻿Peter R. Kenrick,﻿D. D.,,,,,,,1843,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0001,﻿church,﻿Cathedral of St. Louis,"﻿English, French, and German",﻿Sermon and Catechism every Sunday at 9 o'clock -- Mass in the French language; and at 10 1/2 in English,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,,﻿#REF!,﻿#REF!,,,,﻿jos_lutz_901,﻿Rev.,﻿Joseph Lutz,,﻿Secretary,,,,,,1843,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0001,﻿church,﻿Cathedral of St. Louis,"﻿English, French, and German",﻿Sermon and Catechism every Sunday at 9 o'clock -- Mass in the French language; and at 10 1/2 in English,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,,﻿#REF!,﻿#REF!,,,,﻿jos_renaud_901,﻿Rev.,﻿Joseph Renaud,,,,,,,,1843,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0001,﻿church,﻿Cathedral of St. Louis,"﻿English, French, and German",﻿Sermon and Catechism every Sunday at 9 o'clock -- Mass in the French language; and at 10 1/2 in English,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,,﻿#REF!,﻿#REF!,,,,﻿b_roux_901,﻿Rev.,﻿B. Roux,,,,,,,,1843,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0001,﻿church,﻿Cathedral of St. Louis,"﻿English, French, and German",﻿Sermon and Catechism every Sunday at 9 o'clock -- Mass in the French language; and at 10 1/2 in English,,,,﻿St. Louis County,﻿St. Louis,﻿St. Louis,﻿MO,,﻿#REF!,﻿#REF!,,,,﻿geo_hamilton_901,﻿Rev.,﻿Geo. Hamilton,,,,,,,,1843,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0148_03,﻿church,﻿St. Francis Xavier,﻿English,﻿Sermon and catechism every Sunday in English,﻿continguous to the university buildings,,,,﻿St. Louis,,﻿MO,,,,,,﻿attended by the Rev. fathers of the Society of Jesus,﻿joh_schoenmakers_901,﻿Rev.,﻿John Schoenmakers,,,,,,,,1843,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.0148_02,﻿church,﻿St. Aloysius,"﻿English, German",﻿Sermon and catechism every Sunday in German,,,,,﻿St. Louis,,﻿MO,,,,,,﻿attended by the Rev. fathers of the Society of Jesus,,,,,,,,,,,1843,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9071,﻿station,﻿Trinity Church,English,"﻿the cornerstone was laid May 5th, 1839",﻿Soulard's addition,,,,﻿St. Louis,,﻿MO,,,,,,,,,,,,,,,,,1843,,﻿,﻿,﻿St. Louis,StLouis
﻿stl.mo.9071,﻿chapel,﻿St. Mary's Chapel,English,﻿sermon every Sunday in German,﻿attached to the seminary,,,,﻿St. Louis,,﻿MO,,,,,,,﻿f_x_dahmen_901,﻿Rev.,﻿F. X. Dahmen,﻿C.M.,,,,,,,1843,,﻿,﻿,﻿St. Louis,StLouis
